GeneSym	GeneID	GrantCount	WeightSum	CumulProbCounts	CumulProbWeightSum
LOC100505978	100505978	3	0.000000	0.150657	0.000349
LOC100506023	100506023	34	0.172699	0.711184	0.012680
LOC100506047	100506047	20	0.016233	0.562385	0.001508
LOC100506071	100506071	3	0.000000	0.150657	0.000349
LOC100506076	100506076	1	0.000000	0.030678	0.000349
LOC100506083	100506083	3	0.000000	0.150657	0.000349
LOC100506085	100506085	12	0.000000	0.432283	0.000349
LOC100506100	100506100	3	0.000000	0.150657	0.000349
LOC100506122	100506122	3	0.000000	0.150657	0.000349
LOC100506123	100506123	3	0.000000	0.150657	0.000349
LOC100506124	100506124	1	0.000000	0.030678	0.000349
LOC100506127	100506127	10	0.000000	0.395594	0.000349
LOC100506136	100506136	1	0.000000	0.030678	0.000349
LOC100506142	100506142	3	0.000000	0.150657	0.000349
LOC100506172	100506172	9	0.000000	0.376630	0.000349
LOC100506175	100506175	1	0.000000	0.030678	0.000349
LOC100506236	100506236	80	0.046778	0.887713	0.003689
LOC100506271	100506271	3	0.000000	0.150657	0.000349
LOC100506314	100506314	3	0.000000	0.150657	0.000349
LOC100506325	100506325	3	0.000000	0.150657	0.000349
LOC100506331	100506331	3	0.000000	0.150657	0.000349
LOC100506368	100506368	3	0.000000	0.150657	0.000349
LOC100506371	100506371	2	0.000076	0.090667	0.000355
LOC100506388	100506388	3	0.000000	0.150657	0.000349
LOC100506393	100506393	24	0.028495	0.613662	0.002384
LOC100506403	100506403	12	0.000000	0.432283	0.000349
LOC100506457	100506457	22	0.003814	0.590082	0.000622
LOC100506472	100506472	3	0.000000	0.150657	0.000349
LOC100506497	100506497	3	0.000000	0.150657	0.000349
LOC100506526	100506526	3	0.000000	0.150657	0.000349
LOC100506532	100506532	7	2.633598	0.338702	0.188380
LOC100506596	100506596	3	0.000000	0.150657	0.000349
LOC100506606	100506606	35	0.000000	0.718856	0.000349
LOC100506639	100506639	5	0.000000	0.270637	0.000349
LOC100506674	100506674	1	0.000000	0.030678	0.000349
LOC100506679	100506679	3	0.000000	0.150657	0.000349
LOC100506682	100506682	1	0.000000	0.030678	0.000349
LOC100506725	100506725	1	0.000000	0.030678	0.000349
LOC100506746	100506746	4	3.082715	0.210647	0.220445
LOC100506747	100506747	1	0.000000	0.030678	0.000349
LOC100506804	100506804	4	1.064613	0.210647	0.076359
LOC100506834	100506834	10	0.048592	0.395594	0.003819
LOC100506844	100506844	6	0.021175	0.319738	0.001861
LOC100506869	100506869	34	0.000000	0.711184	0.000350
LOC100506974	100506974	8	0.436896	0.357666	0.031542
LOC100506990	100506990	3	0.000000	0.150657	0.000349
LOC100507053	100507053	38	0.081494	0.740700	0.006168
LOC100507073	100507073	2	0.000000	0.090667	0.000349
LOC100507140	100507140	10	0.286501	0.395594	0.020805
LOC100507195	100507195	16	0.382766	0.503287	0.027678
LOC100507217	100507217	1	0.000000	0.030678	0.000349
LOC100507283	100507283	3	0.000000	0.150657	0.000349
LOC100507334	100507334	3	0.000000	0.150657	0.000349
LOC100507346	100507346	78	0.000000	0.884058	0.000349
LOC100507377	100507377	6	0.000000	0.319738	0.000349
LOC100507389	100507389	7	0.000000	0.338702	0.000349
LOC100507391	100507391	3	0.000000	0.150657	0.000349
LOC100507419	100507419	5	0.000000	0.270637	0.000349
LOC100507424	100507424	4	0.000000	0.210647	0.000349
LOC100507431	100507431	6	0.000000	0.319738	0.000349
LOC100507462	100507462	4	1.064613	0.210647	0.076359
LOC100507534	100507534	3	0.000000	0.150657	0.000349
LOC100507547	100507547	5	0.000000	0.270637	0.000349
LOC100507560	100507560	18	0.059491	0.533185	0.004597
LOC100507634	100507634	3	0.000000	0.150657	0.000349
LOC100507654	100507654	3	0.000000	0.150657	0.000349
LOC100509814	100509814	3	0.000000	0.150657	0.000349
LOC100630923	100630923	3	0.000000	0.150657	0.000349
LOC100631378	100631378	5	0.001221	0.270637	0.000437
LOC100652758	100652758	2	0.000000	0.090667	0.000349
LOC100652770	100652770	3	0.000000	0.150657	0.000349
LOC100652824	100652824	12	0.000000	0.432283	0.000349
LOC100652931	100652931	1	0.021463	0.030678	0.001882
LOC100652999	100652999	3	0.000000	0.150657	0.000349
LOC100862671	100862671	5	0.000000	0.270637	0.000349
LOC100996251	100996251	3	0.000000	0.150657	0.000349
LOC100996255	100996255	3	0.000000	0.150657	0.000349
LOC100996342	100996342	3	0.000000	0.150657	0.000349
LOC100996348	100996348	1	0.000000	0.030678	0.000349
LOC100996455	100996455	1	0.000000	0.030678	0.000349
LOC100996521	100996521	11	0.732093	0.414531	0.052619
LOC100996583	100996583	20	0.000000	0.562385	0.000349
LOC100996635	100996635	3	0.000000	0.150657	0.000349
LOC100996740	100996740	3	0.000000	0.150657	0.000349
LOC100996758	100996758	3	0.000000	0.150657	0.000349
LOC101054525	101054525	4	3.990224	0.210647	0.285239
LOC101060321	101060321	3	0.000000	0.150657	0.000349
LOC101060400	101060400	10	0.768974	0.395594	0.055252
LOC101060524	101060524	2	0.000000	0.090667	0.000349
LOC101060553	101060553	3	0.000000	0.150657	0.000349
LOC101241902	101241902	3	0.000000	0.150657	0.000349
LOC101448202	101448202	3	0.000000	0.150657	0.000349
LOC101805491	101805491	3	0.000000	0.150657	0.000349
LOC101926892	101926892	24	0.000000	0.613662	0.000349
LOC101926898	101926898	3	0.000000	0.150657	0.000349
LOC101926913	101926913	1	0.000000	0.030678	0.000349
LOC101926915	101926915	3	0.000000	0.150657	0.000349
LOC101926928	101926928	3	0.000000	0.150657	0.000349
LOC101926943	101926943	3	0.000000	0.150657	0.000349
LOC101926951	101926951	3	0.000000	0.150657	0.000349
LOC101926955	101926955	3	0.000000	0.150657	0.000349
LOC101926962	101926962	3	0.000000	0.150657	0.000349
LOC101926964	101926964	46	0.000000	0.786426	0.000349
LOC101926996	101926996	3	0.000000	0.150657	0.000349
LOC101927003	101927003	3	0.000000	0.150657	0.000349
LOC101927018	101927018	3	0.000000	0.150657	0.000349
LOC101927021	101927021	1	0.000000	0.030678	0.000349
LOC101927023	101927023	1	0.000000	0.030678	0.000349
LOC101927025	101927025	4	0.003468	0.210647	0.000597
LOC101927027	101927027	7	0.000629	0.338702	0.000394
LOC101927045	101927045	5	0.000001	0.270637	0.000350
LOC101927048	101927048	3	0.000000	0.150657	0.000349
LOC101927053	101927053	3	0.000000	0.150657	0.000349
LOC101927058	101927058	3	0.000000	0.150657	0.000349
LOC101927062	101927062	2	0.000000	0.090667	0.000349
LOC101927066	101927066	13	0.785716	0.450034	0.056447
LOC101927078	101927078	16	0.000000	0.503287	0.000349
LOC101927079	101927079	2	0.000000	0.090667	0.000349
LOC101927112	101927112	5	0.000000	0.270637	0.000349
LOC101927119	101927119	8	0.016893	0.357666	0.001556
LOC101927123	101927123	2	0.000000	0.090667	0.000349
LOC101927124	101927124	3	0.000000	0.150657	0.000349
LOC101927129	101927129	3	0.000000	0.150657	0.000349
LOC101927131	101927131	3	0.000000	0.150657	0.000349
LOC101927138	101927138	3	0.000000	0.150657	0.000349
LOC101927147	101927147	5	0.002121	0.270637	0.000501
LOC101927151	101927151	5	0.000000	0.270637	0.000349
LOC101927153	101927153	1	0.000000	0.030678	0.000349
LOC101927156	101927156	11	0.265905	0.414531	0.019334
LOC101927171	101927171	1	0.000000	0.030678	0.000349
LOC101927174	101927174	2	0.046778	0.090667	0.003689
LOC101927196	101927196	3	0.000000	0.150657	0.000349
LOC101927210	101927210	6	0.000005	0.319738	0.000350
LOC101927211	101927211	3	0.000000	0.150657	0.000349
LOC101927216	101927216	13	0.000000	0.450034	0.000349
LOC101927239	101927239	3	0.000000	0.150657	0.000349
LOC101927244	101927244	3	0.000000	0.150657	0.000349
LOC101927248	101927248	3	0.000000	0.150657	0.000349
LOC101927273	101927273	3	0.000000	0.150657	0.000349
LOC101927274	101927274	3	0.000000	0.150657	0.000349
LOC101927282	101927282	3	0.000000	0.150657	0.000349
LOC101927284	101927284	4	0.000000	0.210647	0.000349
LOC101927285	101927285	2	0.000013	0.090667	0.000350
LOC101927292	101927292	19	0.838767	0.547785	0.060235
LOC101927310	101927310	3	0.000000	0.150657	0.000349
LOC101927314	101927314	1	0.000000	0.030678	0.000349
LOC101927335	101927335	12	0.000000	0.432283	0.000349
LOC101927342	101927342	20	0.000000	0.562385	0.000349
LOC101927348	101927348	3	0.000000	0.150657	0.000349
LOC101927351	101927351	4	0.000000	0.210647	0.000349
LOC101927354	101927354	25	0.000001	0.625452	0.000350
LOC101927358	101927358	3	0.000000	0.150657	0.000349
LOC101927359	101927359	3	0.000000	0.150657	0.000349
LOC101927365	101927365	3	0.000000	0.150657	0.000349
LOC101927366	101927366	3	0.000000	0.150657	0.000349
LOC101927391	101927391	1	0.000000	0.030678	0.000349
LOC101927411	101927411	3	0.000000	0.150657	0.000349
LOC101927414	101927414	4	0.000000	0.210647	0.000349
LOC101927421	101927421	36	0.115496	0.726527	0.008596
LOC101927437	101927437	2	0.000000	0.090667	0.000349
LOC101927450	101927450	3	0.000000	0.150657	0.000349
LOC101927460	101927460	4	0.000000	0.210647	0.000349
LOC101927482	101927482	3	0.000000	0.150657	0.000349
LOC101927502	101927502	22	0.242677	0.590082	0.017676
LOC101927516	101927516	3	0.000000	0.150657	0.000349
LOC101927525	101927525	7	0.286501	0.338702	0.020805
LOC101927539	101927539	3	0.000000	0.150657	0.000349
LOC101927558	101927558	3	0.000000	0.150657	0.000349
LOC101927572	101927572	3	0.000000	0.150657	0.000349
LOC101927580	101927580	16	0.060352	0.503287	0.004658
LOC101927583	101927583	3	0.000000	0.150657	0.000349
LOC101927587	101927587	17	0.045453	0.518585	0.003595
LOC101927588	101927588	3	0.000000	0.150657	0.000349
LOC101927592	101927592	3	0.000000	0.150657	0.000349
LOC101927598	101927598	6	0.002867	0.319738	0.000554
LOC101927604	101927604	3	0.000000	0.150657	0.000349
LOC101927616	101927616	13	0.291962	0.450034	0.021195
LOC101927619	101927619	1	0.000000	0.030678	0.000349
LOC101927623	101927623	3	0.000000	0.150657	0.000349
LOC101927630	101927630	5	0.006625	0.270637	0.000822
LOC101927636	101927636	3	0.000000	0.150657	0.000349
LOC101927641	101927641	3	0.000000	0.150657	0.000349
LOC101927648	101927648	3	0.000000	0.150657	0.000349
LOC101927667	101927667	29	0.000012	0.667393	0.000350
LOC101927668	101927668	3	0.000000	0.150657	0.000349
LOC101927676	101927676	3	0.885067	0.150657	0.063540
LOC101927686	101927686	2	0.000000	0.090667	0.000349
LOC101927688	101927688	10	0.236682	0.395594	0.017248
LOC101927697	101927697	20	0.007016	0.562385	0.000850
LOC101927712	101927712	4	0.000000	0.210647	0.000349
LOC101927729	101927729	29	0.016041	0.667393	0.001495
LOC101927736	101927736	2	0.000580	0.090667	0.000391
LOC101927746	101927746	3	0.000000	0.150657	0.000349
LOC101927762	101927762	3	0.000000	0.150657	0.000349
LOC101927787	101927787	3	0.000000	0.150657	0.000349
LOC101927789	101927789	9	0.000000	0.376630	0.000349
LOC101927795	101927795	2	0.000000	0.090667	0.000349
LOC101927797	101927797	3	0.000000	0.150657	0.000349
LOC101927814	101927814	3	0.000000	0.150657	0.000349
LOC101927815	101927815	3	0.000000	0.150657	0.000349
LOC101927829	101927829	3	0.000000	0.150657	0.000349
LOC101927835	101927835	2	0.000013	0.090667	0.000350
LOC101927840	101927840	4	0.000000	0.210647	0.000349
LOC101927843	101927843	3	0.000000	0.150657	0.000349
LOC101927845	101927845	17	0.000000	0.518585	0.000350
LOC101927849	101927849	3	0.000000	0.150657	0.000349
LOC101927854	101927854	6	0.026397	0.319738	0.002234
LOC101927865	101927865	3	0.000000	0.150657	0.000349
LOC101927870	101927870	3	0.000000	0.150657	0.000349
LOC101927874	101927874	3	0.000000	0.150657	0.000349
LOC101927876	101927876	3	0.000000	0.150657	0.000349
LOC101927898	101927898	42	0.000001	0.765570	0.000350
LOC101927901	101927901	3	0.000000	0.150657	0.000349
LOC101927911	101927911	3	0.000000	0.150657	0.000349
LOC101927914	101927914	3	0.000000	0.150657	0.000349
LOC101927948	101927948	3	0.000000	0.150657	0.000349
LOC101927950	101927950	3	0.000000	0.150657	0.000349
LOC101927960	101927960	9	1.913721	0.376630	0.136983
LOC101927967	101927967	5	0.000000	0.270637	0.000349
LOC101927973	101927973	3	0.000000	0.150657	0.000349
LOC101927998	101927998	26	0.000000	0.637242	0.000349
LOC101928001	101928001	3	0.000000	0.150657	0.000349
LOC101928002	101928002	3	0.000000	0.150657	0.000349
LOC101928005	101928005	12	0.000008	0.432283	0.000350
LOC101928009	101928009	3	0.000000	0.150657	0.000349
LOC101928012	101928012	3	0.000000	0.150657	0.000349
LOC101928036	101928036	2	0.000000	0.090667	0.000349
LOC101928052	101928052	3	0.000000	0.150657	0.000349
LOC101928075	101928075	25	0.003469	0.625452	0.000597
LOC101928100	101928100	4	0.000000	0.210647	0.000349
LOC101928107	101928107	3	0.000000	0.150657	0.000349
LOC101928114	101928114	20	0.000000	0.562385	0.000349
LOC101928118	101928118	51	0.125925	0.808975	0.009340
LOC101928135	101928135	12	0.033036	0.432283	0.002708
LOC101928161	101928161	2	0.000000	0.090667	0.000349
LOC101928167	101928167	3	0.000000	0.150657	0.000349
LOC101928174	101928174	1	0.000000	0.030678	0.000349
LOC101928191	101928191	3	0.000000	0.150657	0.000349
LOC101928205	101928205	3	0.000000	0.150657	0.000349
LOC101928211	101928211	3	0.000000	0.150657	0.000349
LOC101928231	101928231	102	1.195837	0.918700	0.085728
LOC101928236	101928236	28	0.013004	0.657881	0.001278
LOC101928248	101928248	1	0.000000	0.030678	0.000349
LOC101928272	101928272	27	0.000000	0.648368	0.000349
LOC101928273	101928273	3	0.000000	0.150657	0.000349
LOC101928280	101928280	10	0.074872	0.395594	0.005695
LOC101928283	101928283	3	0.000000	0.150657	0.000349
LOC101928284	101928284	7	0.000176	0.338702	0.000362
LOC101928298	101928298	3	0.000000	0.150657	0.000349
LOC101928303	101928303	3	0.000000	0.150657	0.000349
LOC101928306	101928306	3	0.000000	0.150657	0.000349
LOC101928307	101928307	1	0.000000	0.030678	0.000349
LOC101928314	101928314	3	0.000000	0.150657	0.000349
LOC101928327	101928327	3	0.000000	0.150657	0.000349
LOC101928333	101928333	3	0.000000	0.150657	0.000349
LOC101928334	101928334	1	0.000000	0.030678	0.000349
LOC101928337	101928337	30	0.000000	0.676906	0.000349
LOC101928338	101928338	5	0.000000	0.270637	0.000349
LOC101928354	101928354	6	0.447291	0.319738	0.032285
LOC101928372	101928372	3	0.000000	0.150657	0.000349
LOC101928386	101928386	3	0.000000	0.150657	0.000349
LOC101928387	101928387	29	0.000000	0.667393	0.000349
LOC101928388	101928388	3	0.000000	0.150657	0.000349
LOC101928392	101928392	5	0.006625	0.270637	0.000822
LOC101928399	101928399	1	0.000000	0.030678	0.000349
LOC101928401	101928401	3	0.000000	0.150657	0.000349
LOC101928418	101928418	3	0.000000	0.150657	0.000349
LOC101928435	101928435	3	0.000000	0.150657	0.000349
LOC101928436	101928436	4	0.000000	0.210647	0.000349
LOC101928443	101928443	3	0.000000	0.150657	0.000349
LOC101928445	101928445	5	0.000580	0.270637	0.000391
LOC101928448	101928448	273	0.566923	0.985908	0.040826
LOC101928449	101928449	3	0.000000	0.150657	0.000349
LOC101928453	101928453	3	0.000000	0.150657	0.000349
LOC101928471	101928471	5	0.006625	0.270637	0.000822
LOC101928476	101928476	3	0.000000	0.150657	0.000349
LOC101928487	101928487	4	0.000000	0.210647	0.000349
LOC101928491	101928491	3	0.000000	0.150657	0.000349
LOC101928500	101928500	3	0.000000	0.150657	0.000349
LOC101928516	101928516	4	0.000000	0.210647	0.000349
LOC101928521	101928521	3	0.000000	0.150657	0.000349
LOC101928535	101928535	3	0.000000	0.150657	0.000349
LOC101928539	101928539	3	0.000000	0.150657	0.000349
LOC101928580	101928580	3	0.000000	0.150657	0.000349
LOC101928596	101928596	68	0.430707	0.862938	0.031101
LOC101928597	101928597	3	0.000000	0.150657	0.000349
LOC101928618	101928618	3	0.000000	0.150657	0.000349
LOC101928626	101928626	3	0.000000	0.150657	0.000349
LOC101928650	101928650	3	0.000000	0.150657	0.000349
LOC101928651	101928651	3	0.000000	0.150657	0.000349
LOC101928661	101928661	3	0.000000	0.150657	0.000349
LOC101928663	101928663	3	0.000000	0.150657	0.000349
LOC101928673	101928673	3	0.000000	0.150657	0.000349
LOC101928694	101928694	32	1.537247	0.695842	0.110104
LOC101928700	101928700	3	0.000000	0.150657	0.000349
LOC101928704	101928704	4	0.000000	0.210647	0.000349
LOC101928718	101928718	3	0.000000	0.150657	0.000349
LOC101928731	101928731	112	0.000000	0.929020	0.000349
LOC101928736	101928736	3	0.000000	0.150657	0.000349
LOC101928737	101928737	3	0.000000	0.150657	0.000349
LOC101928739	101928739	3	0.000000	0.150657	0.000349
LOC101928748	101928748	3	0.000000	0.150657	0.000349
LOC101928751	101928751	3	0.000000	0.150657	0.000349
LOC101928765	101928765	74	0.732248	0.876359	0.052630
LOC101928778	101928778	3	0.000000	0.150657	0.000349
LOC101928784	101928784	3	0.000000	0.150657	0.000349
LOC101928791	101928791	12	0.000000	0.432283	0.000349
LOC101928797	101928797	3	0.000000	0.150657	0.000349
LOC101928823	101928823	3	0.000000	0.150657	0.000349
LOC101928833	101928833	3	0.000000	0.150657	0.000349
LOC101928841	101928841	3	0.000000	0.150657	0.000349
LOC101928842	101928842	5	0.006625	0.270637	0.000822
LOC101928851	101928851	3	0.000000	0.150657	0.000349
LOC101928861	101928861	3	0.000000	0.150657	0.000349
LOC101928882	101928882	51	0.993567	0.808975	0.071287
LOC101928891	101928891	3	0.000000	0.150657	0.000349
LOC101928894	101928894	3	0.000000	0.150657	0.000349
LOC101928896	101928896	3	0.000000	0.150657	0.000349
LOC101928909	101928909	3	0.000000	0.150657	0.000349
LOC101928912	101928912	25	0.000000	0.625452	0.000349
LOC101928937	101928937	2	0.000000	0.090667	0.000349
LOC101928940	101928940	53	2.919004	0.817354	0.208757
LOC101928947	101928947	12	0.000000	0.432283	0.000349
LOC101928961	101928961	3	0.000000	0.150657	0.000349
LOC101928964	101928964	18	0.990889	0.533185	0.071096
LOC101928969	101928969	1	0.000000	0.030678	0.000349
LOC101928978	101928978	7	0.000000	0.338702	0.000349
LOC101928988	101928988	3	0.000000	0.150657	0.000349
LOC101928989	101928989	3	0.000000	0.150657	0.000349
LOC101928992	101928992	3	0.000000	0.150657	0.000349
LOC101928994	101928994	4	0.275142	0.210647	0.019994
LOC101928995	101928995	3	0.000000	0.150657	0.000349
LOC101929011	101929011	2	0.000000	0.090667	0.000349
LOC101929019	101929019	3	0.000000	0.150657	0.000349
LOC101929054	101929054	3	0.514224	0.150657	0.037063
LOC101929059	101929059	4	0.838290	0.210647	0.060201
LOC101929064	101929064	3	0.000000	0.150657	0.000349
LOC101929066	101929066	2	0.000000	0.090667	0.000349
LOC101929072	101929072	6	0.240591	0.319738	0.017527
LOC101929084	101929084	3	0.000000	0.150657	0.000349
LOC101929089	101929089	1	0.000000	0.030678	0.000349
LOC101929114	101929114	3	0.000000	0.150657	0.000349
LOC101929116	101929116	3	0.000000	0.150657	0.000349
LOC101929121	101929121	3	0.000000	0.150657	0.000349
LOC101929123	101929123	3	0.000000	0.150657	0.000349
LOC101929144	101929144	3	0.000000	0.150657	0.000349
LOC101929147	101929147	3	0.000000	0.150657	0.000349
LOC101929153	101929153	3	0.000000	0.150657	0.000349
LOC101929224	101929224	3	0.000000	0.150657	0.000349
LOC101929231	101929231	44	6.953150	0.776245	0.496782
LOC101929279	101929279	81	4.548600	0.889411	0.325105
LOC101929284	101929284	3	0.000000	0.150657	0.000349
LOC101929312	101929312	3	0.000000	0.150657	0.000349
LOC101929319	101929319	3	0.000000	0.150657	0.000349
LOC101929352	101929352	2	0.285264	0.090667	0.020716
LOC101929372	101929372	3	0.000000	0.150657	0.000349
LOC101929378	101929378	5	0.000000	0.270637	0.000349
LOC101929380	101929380	23	1.509674	0.601872	0.108135
LOC101929406	101929406	3	0.000000	0.150657	0.000349
LOC101929410	101929410	3	0.000000	0.150657	0.000349
LOC101929413	101929413	3	0.000000	0.150657	0.000349
LOC101929441	101929441	3	0.000000	0.150657	0.000349
LOC101929450	101929450	3	0.000000	0.150657	0.000349
LOC101929454	101929454	3	0.000000	0.150657	0.000349
LOC101929475	101929475	6	0.285340	0.319738	0.020722
LOC101929478	101929478	3	0.000000	0.150657	0.000349
LOC101929486	101929486	15	0.147484	0.485536	0.010879
LOC101929488	101929488	3	0.000000	0.150657	0.000349
LOC101929492	101929492	4	0.000000	0.210647	0.000349
LOC101929497	101929497	3	0.000000	0.150657	0.000349
LOC101929512	101929512	26	0.485706	0.637242	0.035027
LOC101929526	101929526	3	0.000000	0.150657	0.000349
LOC101929528	101929528	3	0.000000	0.150657	0.000349
LOC101929551	101929551	4	0.000000	0.210647	0.000349
LOC101929558	101929558	69	0.000000	0.865369	0.000349
LOC101929560	101929560	6	0.102595	0.319738	0.007674
LOC101929570	101929570	3	0.000000	0.150657	0.000349
LOC101929584	101929584	3	0.000000	0.150657	0.000349
LOC101929596	101929596	1	0.000000	0.030678	0.000349
LOC101929607	101929607	3	0.000000	0.150657	0.000349
LOC101929615	101929615	107	0.046778	0.924088	0.003689
LOC101929622	101929622	3	0.000000	0.150657	0.000349
LOC101929631	101929631	3	0.000000	0.150657	0.000349
LOC101929633	101929633	13	0.000000	0.450034	0.000349
LOC101929655	101929655	3	0.076619	0.150657	0.005820
LOC101929657	101929657	3	0.000000	0.150657	0.000349
LOC101929662	101929662	3	0.000000	0.150657	0.000349
LOC101929667	101929667	14	0.000000	0.467785	0.000350
LOC101929680	101929680	13	2.281080	0.450034	0.163211
LOC101929690	101929690	3	0.000000	0.150657	0.000349
LOC101929694	101929694	3	0.000000	0.150657	0.000349
LOC101929701	101929701	1	0.000580	0.030678	0.000391
LOC101929707	101929707	3	0.000000	0.150657	0.000349
LOC101929715	101929715	3	0.000000	0.150657	0.000349
LOC101929741	101929741	3	0.000000	0.150657	0.000349
LOC101929765	101929765	3	0.000000	0.150657	0.000349
LOC101929800	101929800	3	0.000000	0.150657	0.000349
LOC101929829	101929829	4	1.889397	0.210647	0.135246
LOC102288414	102288414	2	0.000000	0.090667	0.000349
LOC102467080	102467080	1	0.000000	0.030678	0.000349
LOC102503427	102503427	1	0.000000	0.030678	0.000349
LOC102546226	102546226	3	0.000000	0.150657	0.000349
LOC102546299	102546299	3	0.000000	0.150657	0.000349
LOC102577424	102577424	2	0.333279	0.090667	0.024145
LOC102606465	102606465	40	0.735196	0.753135	0.052840
LOC102606466	102606466	3	0.000000	0.150657	0.000349
LOC102659288	102659288	1	0.000000	0.030678	0.000349
LOC102723370	102723370	27	1.742173	0.648368	0.124735
LOC102723403	102723403	27	0.000000	0.648368	0.000349
LOC102723409	102723409	11	0.000000	0.414531	0.000349
LOC102723445	102723445	3	0.000000	0.150657	0.000349
LOC102723463	102723463	1	0.000000	0.030678	0.000349
LOC102723489	102723489	3	0.000000	0.150657	0.000349
LOC102723517	102723517	2	0.000002	0.090667	0.000350
LOC102723552	102723552	3	0.000000	0.150657	0.000349
LOC102723568	102723568	5	0.002591	0.270637	0.000534
LOC102723576	102723576	4	0.000000	0.210647	0.000349
LOC102723585	102723585	3	0.497994	0.150657	0.035905
LOC102723629	102723629	31	0.099302	0.686418	0.007439
LOC102723631	102723631	14	0.000000	0.467785	0.000349
LOC102723654	102723654	4	0.000000	0.210647	0.000349
LOC102723673	102723673	2	0.000000	0.090667	0.000349
LOC102723706	102723706	3	0.204431	0.150657	0.014945
LOC102723722	102723722	3	0.204431	0.150657	0.014945
LOC102723724	102723724	11	0.024391	0.414531	0.002091
LOC102723768	102723768	12	0.727436	0.432283	0.052286
LOC102723834	102723834	4	0.000000	0.210647	0.000349
LOC102723878	102723878	35	1.105476	0.718856	0.079277
LOC102723888	102723888	2	0.000000	0.090667	0.000349
LOC102723968	102723968	3	0.000000	0.150657	0.000349
LOC102724000	102724000	5	0.000394	0.270637	0.000378
LOC102724001	102724001	2	1.225152	0.090667	0.087821
LOC102724020	102724020	6	0.026397	0.319738	0.002234
LOC102724058	102724058	3	2.248203	0.150657	0.160864
LOC102724063	102724063	44	0.000000	0.776245	0.000349
LOC102724072	102724072	44	0.000000	0.776245	0.000349
LOC102724109	102724109	7	0.506420	0.338702	0.036506
LOC102724153	102724153	3	0.000000	0.150657	0.000349
LOC102724162	102724162	3	0.000000	0.150657	0.000349
LOC102724265	102724265	2	0.016233	0.090667	0.001508
LOC102724279	102724279	3	0.021175	0.150657	0.001861
LOC102724284	102724284	26	0.485706	0.637242	0.035027
LOC102724297	102724297	13	0.006698	0.450034	0.000828
LOC102724307	102724307	46	0.142152	0.786426	0.010499
LOC102724312	102724312	1	0.000000	0.030678	0.000349
LOC102724420	102724420	4	0.000000	0.210647	0.000349
LOC102724422	102724422	3	0.001747	0.150657	0.000474
LOC102724457	102724457	2	0.000000	0.090667	0.000349
LOC102724465	102724465	29	0.000012	0.667393	0.000350
LOC102724497	102724497	5	0.000000	0.270637	0.000349
LOC102724536	102724536	33	0.634757	0.703513	0.045669
LOC102724539	102724539	34	0.000000	0.711184	0.000350
LOC102724541	102724541	80	0.046778	0.887713	0.003689
LOC102724552	102724552	7	0.000020	0.338702	0.000351
LOC102724566	102724566	46	0.000001	0.786426	0.000350
LOC102724584	102724584	1	0.170535	0.030678	0.012525
LOC102724596	102724596	98	3.272381	0.914020	0.233987
LOC102724605	102724605	5	0.000000	0.270637	0.000349
LOC102724618	102724618	4	0.000000	0.210647	0.000349
LOC102724631	102724631	17	0.147985	0.518585	0.010915
LOC102724659	102724659	45	0.076093	0.781336	0.005782
LOC102724699	102724699	9	0.000000	0.376630	0.000349
LOC102724740	102724740	2	0.074872	0.090667	0.005695
LOC102724748	102724748	1	0.612641	0.030678	0.044090
LOC102724766	102724766	158	0.591206	0.959601	0.042560
LOC102724802	102724802	7	0.000176	0.338702	0.000362
LOC102724814	102724814	2	0.003468	0.090667	0.000597
LOC102724826	102724826	3	0.000000	0.150657	0.000349
LOC102724845	102724845	6	0.102595	0.319738	0.007674
LOC102724862	102724862	3	0.000000	0.150657	0.000349
LOC102724947	102724947	64	0.034344	0.852737	0.002802
LOC102724957	102724957	53	0.093523	0.817354	0.007027
LOC102724960	102724960	4	0.000000	0.210647	0.000349
LOC102724968	102724968	14	0.000000	0.467785	0.000349
LOC103091866	103091866	3	0.000000	0.150657	0.000349
LOC103344931	103344931	3	0.000000	0.150657	0.000349
LOC113230	113230	3	0.000000	0.150657	0.000349
LOC115110	115110	3	0.000000	0.150657	0.000349
LOC129656	129656	24	0.000000	0.613662	0.000349
LOC138159	138159	4	2.223182	0.210647	0.159077
LOC142937	142937	8	0.000000	0.357666	0.000349
LOC143188	143188	3	0.000000	0.150657	0.000349
LOC143666	143666	3	0.000000	0.150657	0.000349
LOC145783	145783	3	0.000000	0.150657	0.000349
LOC145837	145837	15	0.000000	0.485536	0.000349
LOC145845	145845	3	0.000000	0.150657	0.000349
LOC146481	146481	3	0.000000	0.150657	0.000349
LOC146513	146513	7	0.000000	0.338702	0.000349
LOC146880	146880	4	0.000000	0.210647	0.000349
LOC148413	148413	8	0.000000	0.357666	0.000349
LOC149351	149351	3	0.000000	0.150657	0.000349
LOC149373	149373	1	0.000000	0.030678	0.000349
LOC149844	149844	5	0.000000	0.270637	0.000349
LOC149950	149950	8	0.000000	0.357666	0.000349
LOC150051	150051	3	0.000000	0.150657	0.000349
LOC150776	150776	5	0.000000	0.270637	0.000349
LOC150935	150935	4	0.000000	0.210647	0.000349
LOC151121	151121	7	0.000013	0.338702	0.000350
LOC151174	151174	1	0.000000	0.030678	0.000349
LOC151484	151484	3	0.000000	0.150657	0.000349
